,Unnamed: 0,scaled_input_default,scaled_input_account_check_status,scaled_input_duration_in_month,scaled_input_credit_history,scaled_input_purpose,scaled_input_credit_amount,scaled_input_savings,scaled_input_present_emp_since,scaled_input_installment_as_income_perc,scaled_input_personal_status_sex,scaled_input_other_debtors,scaled_input_present_res_since,scaled_input_property,scaled_input_age,scaled_input_other_installment_plans,scaled_input_housing,scaled_input_credits_this_bank,scaled_input_job,scaled_input_people_under_maintenance,scaled_input_telephone,scaled_input_foreign_worker,origin_input_default,origin_input_account_check_status,origin_input_duration_in_month,origin_input_credit_history,origin_input_purpose,origin_input_credit_amount,origin_input_savings,origin_input_present_emp_since,origin_input_installment_as_income_perc,origin_input_personal_status_sex,origin_input_other_debtors,origin_input_present_res_since,origin_input_property,origin_input_age,origin_input_other_installment_plans,origin_input_housing,origin_input_credits_this_bank,origin_input_job,origin_input_people_under_maintenance,origin_input_telephone,origin_input_foreign_worker,scaled_cf_account_check_status,scaled_cf_duration_in_month,scaled_cf_credit_history,scaled_cf_purpose,scaled_cf_credit_amount,scaled_cf_savings,scaled_cf_present_emp_since,scaled_cf_installment_as_income_perc,scaled_cf_personal_status_sex,scaled_cf_other_debtors,scaled_cf_present_res_since,scaled_cf_property,scaled_cf_age,scaled_cf_other_installment_plans,scaled_cf_housing,scaled_cf_credits_this_bank,scaled_cf_job,scaled_cf_people_under_maintenance,scaled_cf_telephone,scaled_cf_foreign_worker,scaled_cf_default,origin_cf_account_check_status,origin_cf_duration_in_month,origin_cf_credit_history,origin_cf_purpose,origin_cf_credit_amount,origin_cf_savings,origin_cf_present_emp_since,origin_cf_installment_as_income_perc,origin_cf_personal_status_sex,origin_cf_other_debtors,origin_cf_present_res_since,origin_cf_property,origin_cf_age,origin_cf_other_installment_plans,origin_cf_housing,origin_cf_credits_this_bank,origin_cf_job,origin_cf_people_under_maintenance,origin_cf_telephone,origin_cf_foreign_worker,origin_cf_default,running_time,Found,ground_truth,prediction
4,0,N,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),furniture/equipment,0.674125198,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,co-applicant,0.3333333333333333,real estate,0.2857142857142857,bank,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),furniture/equipment,12501.551348452002,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,co-applicant,2.0,real estate,35.0,bank,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.2123119831085205,Y,N,N
4,0,N,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : divorced/separated,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.1619610786437988,Y,N,N
4,0,N,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : single,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : single,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,0 <= ... < 200 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),domestic appliances,0.1363486299108617,unknown/ no savings account,4 <= ... < 7 years,1.0,male : divorced/separated,guarantor,0.3333333333333333,real estate,0.2857142857142857,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0 <= ... < 200 DM,15.0,critical account/ other credits existing (not at this bank),domestic appliances,2728.0,unknown/ no savings account,4 <= ... < 7 years,4.0,male : divorced/separated,guarantor,2.0,real estate,35.0,bank,own,3,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,0.158829927444458,Y,N,N
5,0,N,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0656982502476064,unknown/ no savings account,... < 1 year ,0.8,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,Y,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,car (new),1444.0,unknown/ no savings account,... < 1 year ,3.4,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,Y,0.1580440998077392,Y,N,N
5,0,N,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.82398137,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,unknown / no property,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,Y,0 <= ... < 200 DM,60.03073316,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,unknown / no property,23.0,none,own,1,skilled employee / official,1,none,yes,Y,0.1577012538909912,Y,N,N
5,0,N,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,2,skilled employee / official,2,none,yes,Y,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,2,skilled employee / official,2,none,yes,Y,0.1612467765808105,Y,N,N
5,0,N,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.40582327,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,rent,1,skilled employee / official,1,none,yes,Y,0 <= ... < 200 DM,31.59598236,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,rent,1,skilled employee / official,1,none,yes,Y,0.1601378917694091,Y,N,N
5,0,N,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,none,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,1,none,yes,N,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.1617647058823529,existing credits paid back duly till now,domestic appliances,0.0656982502476064,unknown/ no savings account,... < 1 year ,1.0,male : single,co-applicant,0.0,if not A121 : building society savings agreement/ life insurance,0.0714285714285714,none,own,1,skilled employee / official,2,none,yes,Y,0 <= ... < 200 DM,15.0,existing credits paid back duly till now,domestic appliances,1444.0,unknown/ no savings account,... < 1 year ,4.0,male : single,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1,skilled employee / official,2,none,yes,Y,0.1569662094116211,Y,N,N
6,0,N,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,car (new),0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,car (new),4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,Y,0.1584429740905761,Y,N,N
6,0,N,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,rent,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,rent,1,skilled employee / official,1,none,yes,Y,0.1606061458587646,Y,N,N
6,0,N,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,0 <= ... < 200 DM,0.4705882352941176,existing credits paid back duly till now,car (new),0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,Y,0 <= ... < 200 DM,36.0,existing credits paid back duly till now,car (new),4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,Y,0.1610949039459228,Y,N,N
6,0,N,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,... < 1 year ,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,... < 1 year ,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,Y,0.1610229015350341,Y,N,N
6,0,N,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,.. >= 7 years,1.0,male : single,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.4705882352941176,existing credits paid back duly till now,domestic appliances,0.2323649169142731,... < 100 DM,... < 1 year ,1.0,male : divorced/separated,none,0.3333333333333333,"if not A121/A122 : car or other, not in attribute 6",0.2142857142857142,none,own,1,skilled employee / official,1,none,yes,Y,>= 200 DM / salary assignments for at least 1 year,36.0,existing credits paid back duly till now,domestic appliances,4473.0,... < 100 DM,... < 1 year ,4.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1,skilled employee / official,1,none,yes,Y,0.1581940650939941,Y,N,N
7,0,N,< 0 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.1617647058823529,existing credits paid back duly till now,furniture/equipment,0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.72992956,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,furniture/equipment,1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,59.87605536,none,own,1,skilled employee / official,1,none,yes,N,0.1591479778289795,Y,N,Y
7,0,N,< 0 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.13517845,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,unemployed,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,13.1921346,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,unemployed,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,N,0.1594879627227783,Y,N,Y
7,0,N,< 0 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,< 0 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,2,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,2,none,yes,N,0.156498908996582,Y,N,Y
7,0,N,< 0 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,N,0.1625528335571289,Y,N,Y
7,0,N,< 0 DM,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,none,own,1,skilled employee / official,1,none,yes,N,< 0 DM,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,none,own,1,skilled employee / official,1,none,yes,>= 200 DM / salary assignments for at least 1 year,0.1617647058823529,existing credits paid back duly till now,car (new),0.0809398041157697,... < 100 DM,... < 1 year ,0.3333333333333333,male : single,none,0.6666666666666667,real estate,0.3035714285714285,bank,own,1,skilled employee / official,1,none,yes,N,>= 200 DM / salary assignments for at least 1 year,15.0,existing credits paid back duly till now,car (new),1721.0,... < 100 DM,... < 1 year ,2.0,male : single,none,3.0,real estate,36.0,bank,own,1,skilled employee / official,1,none,yes,N,0.1577949523925781,Y,N,Y
8,0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,guarantor,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.16239595413208,Y,Y,Y
8,0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,guarantor,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.1592259407043457,Y,Y,Y
8,0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,guarantor,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.1595580577850341,Y,Y,Y
8,0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,guarantor,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,N,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,4,skilled employee / official,1,"yes, registered under the customers name ",yes,N,0.1634128093719482,Y,Y,Y
8,0,Y,< 0 DM,0.2941176470588235,all credits at this bank paid back duly,radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,Y,< 0 DM,24.0,all credits at this bank paid back duly,radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,"yes, registered under the customers name ",yes,< 0 DM,0.2941176470588235,critical account/ other credits existing (not at this bank),radio/television,0.3643666776713987,... < 100 DM,... < 1 year ,0.3333333333333333,male : divorced/separated,none,0.0,if not A121 : building society savings agreement/ life insurance,0.6428571428571428,bank,own,1,skilled employee / official,1,none,yes,N,< 0 DM,24.0,critical account/ other credits existing (not at this bank),radio/television,6872.000000000001,... < 100 DM,... < 1 year ,2.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,54.99999999999999,bank,own,1,skilled employee / official,1,none,yes,N,0.1598877906799316,Y,Y,Y
9,0,N,< 0 DM,0.1617647058823529,critical account/ other credits existing (not at this bank),radio/television,0.0675690546935182,... < 100 DM,.. >= 7 years,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",0.4464285714285714,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,N,< 0 DM,15.0,critical account/ other credits existing (not at this bank),radio/television,1478.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",44.0,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,< 0 DM,0.1617647058823529,no credits taken/ all credits paid back duly,radio/television,0.0675690546935182,... < 100 DM,.. >= 7 years,1.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",0.45544674,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,< 0 DM,15.0,no credits taken/ all credits paid back duly,radio/television,1478.0,... < 100 DM,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",44.50501744,none,own,2,skilled employee / official,2,"yes, registered under the customers name ",yes,Y,0.1887509822845459,Y,N,N
