,Unnamed: 0,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.8,High,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,639.2,High,0.0904717445373535,Y,Medium-Low,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.8,0.0009460737937559,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,30.4,1.0,F,0,0,0,0.0,High,0.0911059379577636,Y,Medium-Low,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,1.0,0.3545875961,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,38.0,374.7990890777,F,0,0,0,0.0,High,0.0901823043823242,Y,Medium-Low,Medium-Low
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,Asian,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,Medium-Low,27.0,25 - 45,Male,Asian,4.0,300.0,M,1,0,1,0.0,Medium-Low,0.0876338481903076,Y,High,High
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.12306654,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,Medium-Low,27.599190120000003,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,Medium-Low,0.0891180038452148,Y,High,High
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,Asian,0.1052631578947368,0.2838221381267738,M,1,0,0,0.0,Medium-Low,27.0,25 - 45,Male,Asian,4.0,300.0,M,1,0,0,0.0,Medium-Low,0.088069200515747,Y,High,High
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,Hispanic,0.1052631578947368,0.2838221381267738,F,1,0,1,0.0,Medium-Low,27.0,25 - 45,Male,Hispanic,4.0,300.0,F,1,0,1,0.0,Medium-Low,0.0933146476745605,Y,High,High
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.1138984755,M,1,0,1,0.0,Medium-Low,27.0,25 - 45,Male,African-American,4.0,120.3906886035,M,1,0,1,0.0,Medium-Low,0.0876691341400146,Y,High,High
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.6,0.0009460737937559,F,0,0,0,0.0,High,26.0,25 - 45,Male,Caucasian,22.8,1.0,F,0,0,0,0.0,High,0.0873568058013916,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.5,0.0009460737937559,F,0,0,0,0.0,High,26.0,25 - 45,Male,Caucasian,19.0,1.0,F,0,0,0,0.0,High,0.0907690525054931,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.8,High,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,639.2,High,0.0884320735931396,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.81866567,25 - 45,Male,Caucasian,0.9,0.0009460737937559,F,0,0,0,0.0,High,81.85592226,25 - 45,Male,Caucasian,34.2,1.0,F,0,0,0,0.0,High,0.094304084777832,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.5,High,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,399.5,High,0.0890731811523437,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.9,High,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,719.1,High,0.0872828960418701,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.6,0.1733978319,M,1,0,1,0.0012515644555694,High,34.0,25 - 45,Male,Hispanic,22.8,183.2815083183,M,1,0,1,1.0,High,0.0881421566009521,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.8213813802,M,1,0,1,0.4,High,34.0,25 - 45,Male,Hispanic,2.0,868.2001188713999,M,1,0,1,319.6,High,0.0895938873291015,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.6,0.0,M,1,0,1,0.0012515644555694,High,34.0,25 - 45,Male,Hispanic,22.8,0.0,M,1,0,1,1.0,High,0.0888268947601318,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.3,0.0,M,1,0,1,0.0012515644555694,High,34.0,25 - 45,Male,Hispanic,11.4,0.0,M,1,0,1,1.0,High,0.0893559455871582,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.03255975,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,High,20.5396605,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,High,0.0885207653045654,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,1.1,High,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,878.9000000000001,High,0.0893008708953857,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,1.0,0.0,F,1,1,1,0.0025031289111389,High,42.99999999999999,25 - 45,Male,Caucasian,38.0,0.0,F,1,1,1,2.0,High,0.0900700092315673,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.9,High,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,719.1,High,0.0902588367462158,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.7,High,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,559.3,High,0.0881810188293457,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,1,0,1.0,High,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,1,0,799.0,High,0.0916578769683837,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,Caucasian,0.5,0.0,M,0,1,0,0.0,High,37.0,25 - 45,Male,Caucasian,19.0,0.0,M,0,1,0,0.0,High,0.0868916511535644,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,1,0,0,0.7,High,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,1,0,0,559.3,High,0.0910699367523193,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,Caucasian,0.8,0.0,M,0,0,0,0.0,High,37.0,25 - 45,Male,Caucasian,30.4,0.0,M,0,0,0,0.0,High,0.0886838436126709,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.9,High,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,719.1,High,0.0905389785766601,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,0.9,0.0009460737937559,M,0,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,34.2,1.0,M,0,0,0,0.0,High,0.0892291069030761,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,1.1,0.0009460737937559,M,1,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,41.8,1.0,M,1,0,0,0.0,High,0.0903398990631103,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.14223613,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,1.0,High,29.09441814,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,799.0,High,0.0889749526977539,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Female,Caucasian,1.1,0.0009460737937559,M,0,0,0,0.0,High,30.0,25 - 45,Female,Caucasian,41.8,1.0,M,0,0,0,0.0,High,0.0893571376800537,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,0.8,0.0009460737937559,M,0,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,30.4,1.0,M,0,0,0,0.0,High,0.0892057418823242,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.12035357,Greater than 45,Male,African-American,0.6,0.0009460737937559,F,1,0,1,0.0062578222778473,High,27.38757846,Greater than 45,Male,African-American,22.8,1.0,F,1,0,1,5.0,High,0.0896918773651123,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.5,High,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,399.5,High,0.0909879207611084,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.8,High,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,639.2,High,0.0888032913208007,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.09428592,Greater than 45,Male,Native American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,High,25.35430176,Greater than 45,Male,Native American,8.0,1.0,F,1,0,1,5.0,High,0.0918600559234619,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.4,High,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,319.6,High,0.0895648002624511,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.4102564102564102,Greater than 45,Male,Caucasian,1.1,0.0009460737937559,F,1,0,0,0.0012515644555694,High,50.0,Greater than 45,Male,Caucasian,41.8,1.0,F,1,0,0,1.0,High,0.0888938903808593,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.56362461,Greater than 45,Male,Caucasian,0.9,0.0009460737937559,F,1,0,0,0.0012515644555694,High,61.96271958,Greater than 45,Male,Caucasian,34.2,1.0,F,1,0,0,1.0,High,0.0903329849243164,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.4102564102564102,Greater than 45,Male,Caucasian,0.5,0.0009460737937559,F,1,0,0,0.0012515644555694,High,50.0,Greater than 45,Male,Caucasian,19.0,1.0,F,1,0,0,1.0,High,0.0906910896301269,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.4102564102564102,Greater than 45,Male,Caucasian,0.5,0.0009460737937559,F,1,0,0,0.0012515644555694,High,50.0,Greater than 45,Male,Caucasian,19.0,1.0,F,1,0,0,1.0,High,0.0890150070190429,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.4102564102564102,Greater than 45,Male,Caucasian,1.0,0.0009460737937559,F,1,0,0,0.0012515644555694,High,50.0,Greater than 45,Male,Caucasian,38.0,1.0,F,1,0,0,1.0,High,0.0917370319366455,Y,Medium-Low,Medium-Low
