,Unnamed: 0,scaled_input_age,scaled_input_age_cat,scaled_input_sex,scaled_input_race,scaled_input_priors_count,scaled_input_days_b_screening_arrest,scaled_input_c_charge_degree,scaled_input_is_recid,scaled_input_is_violent_recid,scaled_input_two_year_recid,scaled_input_length_of_stay,scaled_input_class,origin_input_age,origin_input_age_cat,origin_input_sex,origin_input_race,origin_input_priors_count,origin_input_days_b_screening_arrest,origin_input_c_charge_degree,origin_input_is_recid,origin_input_is_violent_recid,origin_input_two_year_recid,origin_input_length_of_stay,origin_input_class,scaled_cf_age,scaled_cf_age_cat,scaled_cf_sex,scaled_cf_race,scaled_cf_priors_count,scaled_cf_days_b_screening_arrest,scaled_cf_c_charge_degree,scaled_cf_is_recid,scaled_cf_is_violent_recid,scaled_cf_two_year_recid,scaled_cf_length_of_stay,scaled_cf_class,origin_cf_age,origin_cf_age_cat,origin_cf_sex,origin_cf_race,origin_cf_priors_count,origin_cf_days_b_screening_arrest,origin_cf_c_charge_degree,origin_cf_is_recid,origin_cf_is_violent_recid,origin_cf_two_year_recid,origin_cf_length_of_stay,origin_cf_class,running_time,Found,ground_truth,prediction
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.5,0.7686721923,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,19.0,812.4865072611,F,0,0,0,0.0,High,0.0841128826141357,Y,Medium-Low,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.4,0.0009460737937559,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,15.2,1.0,F,0,0,0,0.0,High,0.0897459983825683,Y,Medium-Low,Medium-Low
11,0,0.1923076923076923,25 - 45,Male,Hispanic,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0,Medium-Low,33.0,25 - 45,Male,Hispanic,1.0,1.0,F,0,0,0,0.0,Medium-Low,0.1923076923076923,25 - 45,Male,Hispanic,0.3,0.0009460737937559,F,0,0,0,0.0,High,33.0,25 - 45,Male,Hispanic,11.4,1.0,F,0,0,0,0.0,High,0.088994026184082,Y,Medium-Low,Medium-Low
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Female,African-American,0.1052631578947368,0.2838221381267738,M,1,1,1,0.0,High,27.0,25 - 45,Female,African-American,4.0,300.0,M,1,1,1,0.0,High,0.086061954498291,Y,High,Medium-Low
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,0,0,1,0.6,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,0,0,1,479.4,High,0.0877537727355957,Y,High,Medium-Low
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,Less than 25,Male,African-American,0.1052631578947368,0.4190603181,M,1,0,1,0.0,High,27.0,Less than 25,Male,African-American,4.0,442.9467562317,M,1,0,1,0.0,High,0.0870416164398193,Y,High,Medium-Low
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.5,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,399.5,High,0.088444709777832,Y,High,Medium-Low
12,0,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.0,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,0.0,High,0.1153846153846153,25 - 45,Male,African-American,0.1052631578947368,0.2838221381267738,M,1,0,1,0.7,High,27.0,25 - 45,Male,African-American,4.0,300.0,M,1,0,1,559.3,High,0.0855717658996582,Y,High,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.8,0.0009460737937559,F,0,0,0,0.0,High,26.0,25 - 45,Male,Caucasian,30.4,1.0,F,0,0,0,0.0,High,0.0884552001953125,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.4,0.0009460737937559,F,0,1,0,0.0,High,26.0,25 - 45,Male,Caucasian,15.2,1.0,F,0,1,0,0.0,High,0.0851762294769287,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.6,0.0009460737937559,F,0,0,0,1.1,High,26.0,25 - 45,Male,Caucasian,22.8,1.0,F,0,0,0,878.9000000000001,High,0.0845580101013183,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.1025641025641025,25 - 45,Male,Caucasian,0.4,0.0009460737937559,F,0,0,0,0.0,High,26.0,25 - 45,Male,Caucasian,15.2,1.0,F,0,0,0,0.0,High,0.0870649814605712,Y,Medium-Low,Medium-Low
13,0,0.1025641025641025,25 - 45,Male,Caucasian,0.0526315789473684,0.0009460737937559,F,0,0,0,0.0,Medium-Low,26.0,25 - 45,Male,Caucasian,2.0,1.0,F,0,0,0,0.0,Medium-Low,0.45875831,25 - 45,Male,Caucasian,0.4,0.0009460737937559,F,0,0,0,0.0,High,53.78314818,25 - 45,Male,Caucasian,15.2,1.0,F,0,0,0,0.0,High,0.0880658626556396,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.4,0.0,M,0,0,1,0.0012515644555694,High,34.0,25 - 45,Male,Hispanic,15.2,0.0,M,0,0,1,1.0,High,0.0875391960144043,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,1.1,High,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,878.9000000000001,High,0.0863721370697021,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.3,0.0,M,1,0,1,1.1,High,34.0,25 - 45,Male,Hispanic,11.4,0.0,M,1,0,1,878.9000000000001,High,0.0869879722595214,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.8,High,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,639.2,High,0.0886068344116211,Y,Medium-Low,Medium-Low
14,0,0.2051282051282051,25 - 45,Male,Hispanic,0.0526315789473684,0.0,M,1,0,1,0.0012515644555694,Medium-Low,34.0,25 - 45,Male,Hispanic,2.0,0.0,M,1,0,1,1.0,Medium-Low,0.2051282051282051,25 - 45,Male,Hispanic,0.6,0.0,M,1,0,1,0.7,High,34.0,25 - 45,Male,Hispanic,22.8,0.0,M,1,0,1,559.3,High,0.0855550765991211,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.6,0.0,F,1,0,1,0.0025031289111389,High,42.99999999999999,25 - 45,Male,Caucasian,22.8,0.0,F,1,0,1,2.0,High,0.0864298343658447,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Female,Caucasian,0.7,0.0,F,1,1,1,0.0025031289111389,High,42.99999999999999,25 - 45,Female,Caucasian,26.6,0.0,F,1,1,1,2.0,High,0.0870962142944336,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.6,0.0,F,1,0,1,0.0025031289111389,High,42.99999999999999,25 - 45,Male,Caucasian,22.8,0.0,F,1,0,1,2.0,High,0.084136962890625,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.3,0.0,F,1,1,1,0.2,High,42.99999999999999,25 - 45,Male,Caucasian,11.4,0.0,F,1,1,1,159.8,High,0.0862958431243896,Y,Medium-Low,Medium-Low
15,0,0.3205128205128205,25 - 45,Male,Caucasian,0.1052631578947368,0.0,F,1,1,1,0.0025031289111389,Medium-Low,42.99999999999999,25 - 45,Male,Caucasian,4.0,0.0,F,1,1,1,2.0,Medium-Low,0.3205128205128205,25 - 45,Male,Caucasian,0.8,0.0,F,1,1,1,0.0025031289111389,High,42.99999999999999,25 - 45,Male,Caucasian,30.4,0.0,F,1,1,1,2.0,High,0.084756851196289,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,African-American,0.1052631578947368,0.0,M,0,0,0,0.8,High,37.0,25 - 45,Male,African-American,4.0,0.0,M,0,0,0,639.2,High,0.0880920886993408,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.05966047,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,High,22.65351666,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,High,0.0857112407684326,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.03056018,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,High,20.38369404,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,High,0.0875501632690429,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.058208,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,High,22.540224,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,High,0.0879218578338623,Y,Medium-Low,Medium-Low
16,0,0.2435897435897435,25 - 45,Male,Caucasian,0.1052631578947368,0.0,M,0,0,0,0.0,Medium-Low,37.0,25 - 45,Male,Caucasian,4.0,0.0,M,0,0,0,0.0,Medium-Low,0.2435897435897435,25 - 45,Male,Caucasian,0.7,0.0,F,0,0,0,0.0,High,37.0,25 - 45,Male,Caucasian,26.6,0.0,F,0,0,0,0.0,High,0.086587905883789,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,0.9,0.0009460737937559,M,0,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,34.2,1.0,M,0,0,0,0.0,High,0.0881705284118652,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,0.8,0.0009460737937559,M,0,0,1,0.0,High,30.0,25 - 45,Male,Caucasian,30.4,1.0,M,0,0,1,0.0,High,0.0873847007751464,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,African-American,0.0,0.0009460737937559,M,0,0,0,0.4,High,30.0,25 - 45,Male,African-American,0.0,1.0,M,0,0,0,319.6,High,0.0864851474761962,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,1.1,0.0009460737937559,M,0,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,41.8,1.0,M,0,0,0,0.0,High,0.089332103729248,Y,Medium-Low,Medium-Low
17,0,0.1538461538461538,25 - 45,Male,Caucasian,0.0,0.0009460737937559,M,0,0,0,0.0,Medium-Low,30.0,25 - 45,Male,Caucasian,0.0,1.0,M,0,0,0,0.0,Medium-Low,0.1538461538461538,25 - 45,Male,Caucasian,0.4,0.0009460737937559,M,0,0,0,0.0,High,30.0,25 - 45,Male,Caucasian,15.2,1.0,M,0,0,0,0.0,High,0.0861921310424804,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,Greater than 45,Male,African-American,0.9,0.0009460737937559,F,1,0,1,0.0062578222778473,High,53.00000000000001,Greater than 45,Male,African-American,34.2,1.0,F,1,0,1,5.0,High,0.0933470726013183,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.81571289,Greater than 45,Female,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,High,81.62560542,Greater than 45,Female,African-American,8.0,1.0,F,1,0,1,5.0,High,0.0889170169830322,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,25 - 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.5,High,53.00000000000001,25 - 45,Male,African-American,8.0,1.0,F,1,0,1,399.5,High,0.0882048606872558,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,25 - 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.6,High,53.00000000000001,25 - 45,Male,African-American,8.0,1.0,F,1,0,1,479.4,High,0.0916559696197509,Y,Medium-Low,Medium-Low
18,0,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.0062578222778473,Medium-Low,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,5.0,Medium-Low,0.4487179487179488,Greater than 45,Male,African-American,0.2105263157894736,0.0009460737937559,F,1,0,1,0.4,High,53.00000000000001,Greater than 45,Male,African-American,8.0,1.0,F,1,0,1,319.6,High,0.0855660438537597,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.87220686,Greater than 45,Female,African-American,0.4,0.0009460737937559,F,1,0,0,0.0012515644555694,High,86.03213508,Greater than 45,Female,African-American,15.2,1.0,F,1,0,0,1.0,High,0.1197957992553711,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.06856116,Less than 25,Male,Caucasian,0.9,0.0009460737937559,F,1,0,0,0.0012515644555694,High,23.34777048,Less than 25,Male,Caucasian,34.2,1.0,F,1,0,0,1.0,High,0.108856201171875,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.4102564102564102,Greater than 45,Female,African-American,0.7,0.0009460737937559,F,1,0,0,0.0012515644555694,High,50.0,Greater than 45,Female,African-American,26.6,1.0,F,1,0,0,1.0,High,0.1180191040039062,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.24625017,Greater than 45,Male,Caucasian,0.7,0.0009460737937559,F,1,0,0,0.3,High,37.20751326,Greater than 45,Male,Caucasian,26.6,1.0,F,1,0,0,239.7,High,0.1205501556396484,Y,Medium-Low,Medium-Low
19,0,0.4102564102564102,Greater than 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,1,0,0,0.0012515644555694,Medium-Low,50.0,Greater than 45,Male,Caucasian,1.0,1.0,F,1,0,0,1.0,Medium-Low,0.4102564102564102,25 - 45,Male,Caucasian,0.0263157894736842,0.0009460737937559,F,0,0,0,0.0012515644555694,High,50.0,25 - 45,Male,Caucasian,1.0,1.0,F,0,0,0,1.0,High,0.102489948272705,Y,Medium-Low,Medium-Low
